bairro;mun;qt_den 
ILHA DO GOVRENADOR;RIO DE JANEIRO;12;
CPG;RIO DE JANEIRO;1;
CIDADE ALTA;RIO DE JANEIRO;12;
COMOS;RIO DE JANEIRO;1;
GUADALUPE  ;RIO DE JANEIRO;3906;
SAO CONRADO;RIO DE JANEIRO;1206;
TREZENTOS;RIO DE JANEIRO;2;
CDOR SOARES;RIO DE JANEIRO;11;
SANTISSIMO;RIO DE JANEIRO;1815;
CARAMUJO;RIO DE JANEIRO;2;
ENGENHO;RIO DE JANEIRO;1;
REALENGO;RIO DE JANEIRO;8947;
INHOIBA;RIO DE JANEIRO;1;
ITAIPU;RIO DE JANEIRO;5;
RIACHUELO;RIO DE JANEIRO;629;
RECREIO DOS BANDEIRANTES;RIO DE JANEIRO;2174;
ITANHAGUA;RIO DE JANEIRO;5;
ILHA DO GIVERNADOR;RIO DE JANEIRO;1;
PONTO DE AREIA;RIO DE JANEIRO;2;
CAMPO GRNADE;RIO DE JANEIRO;2;
MARACANA;RIO DE JANEIRO;1048;
ITAIANGA;RIO DE JANEIRO;3;
MENDANHA;RIO DE JANEIRO;1;
SAO JOAO DE MERITIS TERESA;RIO DE JANEIRO;16;
PIABETA;RIO DE JANEIRO;6;
VILAR DOS TELES;RIO DE JANEIRO;5;
TODOS OS SANTOS;RIO DE JANEIRO;448;
EDEN;RIO DE JANEIRO;3;
TURANO;RIO DE JANEIRO;1;
BARRA GUARATIBA;RIO DE JANEIRO;6;
ILHA DE PAQUETA;RIO DE JANEIRO;6;
MANITIBA;RIO DE JANEIRO;1;
VILA KENEDDY;RIO DE JANEIRO;4;
MARAI DA GRACA;RIO DE JANEIRO;5;
OLARIA;RIO DE JANEIRO;2556;
RIBEIRA;RIO DE JANEIRO;1;
INHHAUMA;RIO DE JANEIRO;1;
JUNQUEIRA;RIO DE JANEIRO;1;
COELHO NETO;RIO DE JANEIRO;2359;
CAMPINHO;RIO DE JANEIRO;479;
ROCHINHA;RIO DE JANEIRO;1;
VIDGAL;RIO DE JANEIRO;1;
MANGUARIBA;RIO DE JANEIRO;1;
JAREPEAGUA;RIO DE JANEIRO;1;
CATETE;RIO DE JANEIRO;1264;
RIO DE JANEIROS CRISTO;RIO DE JANEIRO;1;
INGA;RIO DE JANEIRO;2;
NOVA BRASILIA;RIO DE JANEIRO;3;
ITAUNA;RIO DE JANEIRO;6;
PIAM;RIO DE JANEIRO;1;
GAUDALUPE;RIO DE JANEIRO;4;
QUINTA DO CAJU;RIO DE JANEIRO;1;
NOVA SEPETIBA;RIO DE JANEIRO;15;
CUBANGO;RIO DE JANEIRO;1;
CIDADE DE DEUS;RIO DE JANEIRO;5334;
HOLANDA;RIO DE JANEIRO;1;
IGUABA;RIO DE JANEIRO;1;
VALQUEIRE;RIO DE JANEIRO;910;
BONSSUCESO;RIO DE JANEIRO;1;
HONORIO GURGEL;RIO DE JANEIRO;1777;
RIO DOS CAVALHEIROS;RIO DE JANEIRO;1;
MAGE;RIO DE JANEIRO;1;
CAICARA;RIO DE JANEIRO;1;
AQUARIOS;RIO DE JANEIRO;1;
CATUBI;RIO DE JANEIRO;1;
MARILEIA;RIO DE JANEIRO;1;
GAMBOA;RIO DE JANEIRO;1479;
PECHICHA;RIO DE JANEIRO;1;
IGREJINHA;RIO DE JANEIRO;1;
FREGUESIA;RIO DE JANEIRO;1497;
COREIA;RIO DE JANEIRO;4;
MUCAJA;RIO DE JANEIRO;1;
ILHA GUARATIBA;RIO DE JANEIRO;6;
SALGUEIRO;RIO DE JANEIRO;3;
THOMAS COELHO;RIO DE JANEIRO;1217;
HUMAITA;RIO DE JANEIRO;360;
PASSA TRES/ CABO VERDE;RIO DE JANEIRO;1;
VILA CRUZEIRO;RIO DE JANEIRO;4;
CURUCICA;RIO DE JANEIRO;1;
ENGENHO DA RAINHA;RIO DE JANEIRO;2028;
LINS VASCONSELOS;RIO DE JANEIRO;19;
BUNGU;RIO DE JANEIRO;2;
PACVUNA;RIO DE JANEIRO;1;
LINS DOS VASCONCELOS;RIO DE JANEIRO;29;
CROACIA;RIO DE JANEIRO;1;
SAMPAIO;RIO DE JANEIRO;807;
BONSUCESO;RIO DE JANEIRO;1;
CASCADURA;RIO DE JANEIRO;1477;
RIO DE JANEIROB TIJUCA;RIO DE JANEIRO;1;
CANGULO;RIO DE JANEIRO;2;
IITANHAGA;RIO DE JANEIRO;15;
TRES MARIAS;RIO DE JANEIRO;1;
SABUGO;RIO DE JANEIRO;1;
BONSUCESS;RIO DE JANEIRO;1;
MARE;RIO DE JANEIRO;33;
ENCANTADO;RIO DE JANEIRO;628;
QUEIMADOS;RIO DE JANEIRO;4;
SENADOR CAMARA;RIO DE JANEIRO;6117;
CURICICA;RIO DE JANEIRO;1027;
TERREIRAO;RIO DE JANEIRO;1;
CAVALCATI;RIO DE JANEIRO;1;
PENDOTIBA;RIO DE JANEIRO;6;
MANGUINHO;RIO DE JANEIRO;4;
HIGEANOPOLIS;RIO DE JANEIRO;1;
ILHA DE MANGARATIBA;RIO DE JANEIRO;1;
BONSUSCESSO;RIO DE JANEIRO;1;
PANTANAL;RIO DE JANEIRO;2;
VIDIGAL;RIO DE JANEIRO;1447;
ILHA DO GORVENADOR;RIO DE JANEIRO;1;
SAUDE;RIO DE JANEIRO;1113;
CAVALTI;RIO DE JANEIRO;1;
TIJUNQUINHA;RIO DE JANEIRO;1;
DEL CASTILHO;RIO DE JANEIRO;1461;
BANDEIRANTE;RIO DE JANEIRO;1;
SAO FRANCISCO XAVIER;RIO DE JANEIRO;312;
GALEAO;RIO DE JANEIRO;5;
OSWASDO CRUZ;RIO DE JANEIRO;2;
JABOUR;RIO DE JANEIRO;39;
COPACABNA;RIO DE JANEIRO;1;
PALMARES;RIO DE JANEIRO;2;
ENGENHO DE DENTRO;RIO DE JANEIRO;2826;
JARDIM PARAISO;RIO DE JANEIRO;7;
CDEUS;RIO DE JANEIRO;1;
GARDENIA AZUL;RIO DE JANEIRO;827;
CIDADE UNIVERSITARIA;RIO DE JANEIRO;2;
BARRA TIJUCA;RIO DE JANEIRO;25;
BARROS FILHOS;RIO DE JANEIRO;13;
VILA ISABEL;RIO DE JANEIRO;3828;
PACIENCIA;RIO DE JANEIRO;3069;
VARGINIA;RIO DE JANEIRO;1;
PEDRA DE GUARATIBA;RIO DE JANEIRO;844;
ARSENAL;RIO DE JANEIRO;1;
BANGU-;RIO DE JANEIRO;1;
MARIOPOLIS;RIO DE JANEIRO;3;
CESARAO;RIO DE JANEIRO;5;
VILA MARIA HELENA;RIO DE JANEIRO;1;
BANCARIOS;RIO DE JANEIRO;3;
SAO CRISTOVAO;RIO DE JANEIRO;3127;
ILHAS CRUZ;RIO DE JANEIRO;1;
PRAIA VERMELHA;RIO DE JANEIRO;2;
BOTAFOGO;RIO DE JANEIRO;3679;
JACRE;RIO DE JANEIRO;1;
PADRE MIGUEL;RIO DE JANEIRO;3437;
ROCINHA;RIO DE JANEIRO;2843;
SANTA TEREZA;RIO DE JANEIRO;38;
TIJICA;RIO DE JANEIRO;1;
JOA;RIO DE JANEIRO;6;
MADUREIRA;RIO DE JANEIRO;6157;
GAVEA;RIO DE JANEIRO;2406;
COCOTA;RIO DE JANEIRO;1;
FAZENDINHA;RIO DE JANEIRO;1;
ICARAI;RIO DE JANEIRO;1;
SANTA CLARA;RIO DE JANEIRO;1;
PARQUE SAO JOSE;RIO DE JANEIRO;1;
CIDADE NOVA;RIO DE JANEIRO;1008;
TANCREDO  NEVES;RIO DE JANEIRO;5;
CORDOVIL;RIO DE JANEIRO;3012;
VILAR CARIOCA;RIO DE JANEIRO;1;
INTANHAGA;RIO DE JANEIRO;2;
IPUCA;RIO DE JANEIRO;1;
CAVALCANTE;RIO DE JANEIRO;25;
MURIQUI;RIO DE JANEIRO;1;
CAVALCANTI;RIO DE JANEIRO;1521;
COSTA BARROS;RIO DE JANEIRO;4976;
BONCUCESSO;RIO DE JANEIRO;2;
GERICINO;RIO DE JANEIRO;2;
TUJUCA;RIO DE JANEIRO;1;
BENTO RIBEIRO;RIO DE JANEIRO;1603;
SACRAMENTO;RIO DE JANEIRO;6;
ITAIPUACU;RIO DE JANEIRO;1;
ANCHEITA;RIO DE JANEIRO;4;
HIGIENOPOLIS;RIO DE JANEIRO;386;
ILHA DOS MARTINS;RIO DE JANEIRO;1;
SENADOR VASCONCELOS;RIO DE JANEIRO;639;
ILHA/GALEAO;RIO DE JANEIRO;1;
BADU;RIO DE JANEIRO;1;
CASACDURA;RIO DE JANEIRO;1;
LAJES;RIO DE JANEIRO;1;
GURATIBA;RIO DE JANEIRO;1;
IOAIBA;RIO DE JANEIRO;1;
OSWALDO CRUZ;RIO DE JANEIRO;1115;
ANDARAI;RIO DE JANEIRO;1650;
BOACU;RIO DE JANEIRO;4;
JACAREPA\GUA;RIO DE JANEIRO;1;
BARRO VERMELHO;RIO DE JANEIRO;3;
CATUMBI;RIO DE JANEIRO;1087;
GROTA;RIO DE JANEIRO;1;
LEBLOM;RIO DE JANEIRO;1;
LEBLON;RIO DE JANEIRO;1602;
MAGARCA;RIO DE JANEIRO;1;
COSMO;RIO DE JANEIRO;9;
CANTAGALO;RIO DE JANEIRO;1;
SEPETIBA;RIO DE JANEIRO;2182;
BARROS FILHO;RIO DE JANEIRO;2386;
INTANHANGA;RIO DE JANEIRO;1;
JAACRAEPAGUA;RIO DE JANEIRO;1;
BRISA MAR;RIO DE JANEIRO;2;
BENFICA;RIO DE JANEIRO;3215;
BOA VISTA;RIO DE JANEIRO;1;
ALMERINDA;RIO DE JANEIRO;1;
PATRONATO;RIO DE JANEIRO;2;
ILHA DO COVERNADOR;RIO DE JANEIRO;1;
PAPUCAIA;RIO DE JANEIRO;2;
ROCHINA;RIO DE JANEIRO;1;
INAHUMA;RIO DE JANEIRO;1;
MARAMBAIA;RIO DE JANEIRO;5;
SARACURUNA;RIO DE JANEIRO;9;
MUTUAPIRA;RIO DE JANEIRO;3;
HELIOPOLIS;RIO DE JANEIRO;1;
MANGARATIBA;RIO DE JANEIRO;2;
PORTO NOVO;RIO DE JANEIRO;2;
CURICA;RIO DE JANEIRO;1;
VICENTE DE CARVALHO;RIO DE JANEIRO;3352;
VINHOSA;RIO DE JANEIRO;1;
POSSE;RIO DE JANEIRO;2;
CENTRAL;RIO DE JANEIRO;4;
ARAUJO DE COSMOS;RIO DE JANEIRO;5;
MAGUEIRA;RIO DE JANEIRO;2;
SANTA AMELIA;RIO DE JANEIRO;1;
ARPOADOR;RIO DE JANEIRO;2;
IPIRANGA;RIO DE JANEIRO;2;
CHACRINHA;RIO DE JANEIRO;1;
ACHIETA;RIO DE JANEIRO;1;
REALEGO;RIO DE JANEIRO;1;
URUCANIA;RIO DE JANEIRO;1;
CURICIA;RIO DE JANEIRO;1;
VARGEM GRANDE;RIO DE JANEIRO;512;
PRAIA GRANDE;RIO DE JANEIRO;1;
PARQUE DAS MISSOES;RIO DE JANEIRO;8;
BANANAL;RIO DE JANEIRO;1;
ACARI;RIO DE JANEIRO;1511;
AUSTIN;RIO DE JANEIRO;7;
MUSEMA;RIO DE JANEIRO;1;
INHIAUMA;RIO DE JANEIRO;1;
BAIA DE GUANABARA;RIO DE JANEIRO;5;
TIJUQUINHA;RIO DE JANEIRO;1;
BONSECESSO;RIO DE JANEIRO;2;
LARGO DO MACHADO;RIO DE JANEIRO;2;
MANGUINHOS;RIO DE JANEIRO;2142;
PORTUGUESA;RIO DE JANEIRO;3;
VAZ LOBO;RIO DE JANEIRO;1434;
SANTO CRISTO;RIO DE JANEIRO;2049;
LINS DE VASCONCELOS;RIO DE JANEIRO;2380;
RICARDO ALBUQUERQUE;RIO DE JANEIRO;6;
GRUMARI;RIO DE JANEIRO;19;
ANCHIETE;RIO DE JANEIRO;1;
ANCHIETA;RIO DE JANEIRO;10741;
SANTA MARGARIDA;RIO DE JANEIRO;3;
CURISICA;RIO DE JANEIRO;1;
COMENDADOR REIS;RIO DE JANEIRO;2;
CAVACANTI;RIO DE JANEIRO;3;
IPIRAPITANGA;RIO DE JANEIRO;1;
TUIUTI;RIO DE JANEIRO;1;
KOSMOS;RIO DE JANEIRO;1;
LAGES;RIO DE JANEIRO;1;
INHAHUMA;RIO DE JANEIRO;1;
ITAHANGA;RIO DE JANEIRO;8;
ILHA DE GUARATIBA;RIO DE JANEIRO;3;
COVANCA;RIO DE JANEIRO;3;
TANQUE;RIO DE JANEIRO;77;
MARECHAL HERMES;RIO DE JANEIRO;2740;
ANTARES;RIO DE JANEIRO;3;
RICARDO DE ALBUQUERQUE;RIO DE JANEIRO;3079;
NOVA CAMPINA;RIO DE JANEIRO;2;
BOSUCESSO;RIO DE JANEIRO;5;
PIEDADE;RIO DE JANEIRO;4443;
ELISABETE FEQUETE;RIO DE JANEIRO;1;
FLAMENGO;RIO DE JANEIRO;1514;
COQUEIRAL;RIO DE JANEIRO;1;
BOA ESPERANCA;RIO DE JANEIRO;1;
UNHAUMA;RIO DE JANEIRO;1;
MAUA;RIO DE JANEIRO;1;
COLUBANDE;RIO DE JANEIRO;3;
JACAPEPAGUA;RIO DE JANEIRO;2;
COELHO DA ROCHA;RIO DE JANEIRO;4;
ENGENHO NOVO;RIO DE JANEIRO;4087;
RAMOS;RIO DE JANEIRO;5153;
JARDIM GUADALAJARA;RIO DE JANEIRO;1;
PENHA;RIO DE JANEIRO;6735;
ILHA DA GIGOIA;RIO DE JANEIRO;1;
BONCUSESSO;RIO DE JANEIRO;1;
ITACOLOMI;RIO DE JANEIRO;5;
TAQUARAL;RIO DE JANEIRO;3543;
XEREM;RIO DE JANEIRO;7;
BANCO DE AREIA;RIO DE JANEIRO;1;
ESTACIO;RIO DE JANEIRO;2956;
ABOLICAO;RIO DE JANEIRO;511;
VARGEM PEQUENA;RIO DE JANEIRO;461;
LEOPOLDINA;RIO DE JANEIRO;2;
MATINADA;RIO DE JANEIRO;1;
JACUECANGA;RIO DE JANEIRO;1;
BRAZ DE PINA;RIO DE JANEIRO;19;
ITANHANGUA;RIO DE JANEIRO;3;
JACAREPAGUA;RIO DE JANEIRO;10132;
DEL CASTINHO;RIO DE JANEIRO;1;
JACAPEGUA;RIO DE JANEIRO;1;
QUITANDINHA;RIO DE JANEIRO;1;
TIJUCA\;RIO DE JANEIRO;1;
BARRA DA TIJUCA;RIO DE JANEIRO;2880;
CHARITAS;RIO DE JANEIRO;6;
TRIAGEM;RIO DE JANEIRO;41;
MARINGA;RIO DE JANEIRO;1;
SEROPEDICO;RIO DE JANEIRO;1;
RALENGO;RIO DE JANEIRO;1;
MANGUNHOS;RIO DE JANEIRO;9;
ALTO DA BOAVISTA;RIO DE JANEIRO;19;
PARATY;RIO DE JANEIRO;1;
BRISAMAR;RIO DE JANEIRO;1;
VILA VALQUERIE;RIO DE JANEIRO;5;
JARDIM NOSSA SENHORA DAS GRACAS;RIO DE JANEIRO;1;
ITAINHANGA;RIO DE JANEIRO;5;
PARATI;RIO DE JANEIRO;1;
GRAJAU;RIO DE JANEIRO;1432;
OLINDA;RIO DE JANEIRO;5;
JACAREOAGUA;RIO DE JANEIRO;1;
BNSUCESSO;RIO DE JANEIRO;1;
BOSSUCESSO;RIO DE JANEIRO;1;
INHAUAMA;RIO DE JANEIRO;1;
ENGENHEIRO LEAL;RIO DE JANEIRO;317;
AGUA SANTA;RIO DE JANEIRO;411;
COLEGIO;RIO DE JANEIRO;1310;
SEROPEDICA;RIO DE JANEIRO;10;
RIO DE JANEIROJACAREPAGUA;RIO DE JANEIRO;1;
BRAS DE PINA;RIO DE JANEIRO;2549;
PIRALES;RIO DE JANEIRO;1;
CARMO;RIO DE JANEIRO;1;
INHAUMA;RIO DE JANEIRO;4082;
ROCINHA DA;RIO DE JANEIRO;1;
ALTO DA BOA VISTA;RIO DE JANEIRO;720;
FAZENDA BOTAFOGO;RIO DE JANEIRO;14;
CHATUBA;RIO DE JANEIRO;15;
CACUIA;RIO DE JANEIRO;1;
SENADOR AUGUSTO VASCONSELOS;RIO DE JANEIRO;1;
RIACHAO;RIO DE JANEIRO;1;
SULACAP;RIO DE JANEIRO;9;
GUABALUPE;RIO DE JANEIRO;1;
SAO CONRRADO;RIO DE JANEIRO;2;
PAQUETA;RIO DE JANEIRO;328;
MANILHA;RIO DE JANEIRO;1;
FATIMA;RIO DE JANEIRO;7;
HIGIANOPOLIS;RIO DE JANEIRO;3;
PARADA ANGELICA;RIO DE JANEIRO;2;
PECHINCHA;RIO DE JANEIRO;8;
MANDELA;RIO DE JANEIRO;1;
DEODORO;RIO DE JANEIRO;1080;
ENGENHOCA;RIO DE JANEIRO;2;
ILHA DO GOVERNADOR;RIO DE JANEIRO;10442;
JARDIM MARILHA;RIO DE JANEIRO;3;
BONSUCESSO;RIO DE JANEIRO;1;
QUINTINO;RIO DE JANEIRO;19;
SAO JERONIMO;RIO DE JANEIRO;7;
ITARARE;RIO DE JANEIRO;1;
ROCHA;RIO DE JANEIRO;606;
PAVAOZINHO;RIO DE JANEIRO;1;
CAMBOINHAS;RIO DE JANEIRO;1;
RIO COMPRIDO;RIO DE JANEIRO;4374;
CDD;RIO DE JANEIRO;2;
LARANGEIRAS;RIO DE JANEIRO;1;
CAJU;RIO DE JANEIRO;1706;
MOZELA;RIO DE JANEIRO;1;
PRACA ONZE;RIO DE JANEIRO;2;
BOIUNA;RIO DE JANEIRO;1;
GLORIA;RIO DE JANEIRO;1426;
IRAJA;RIO DE JANEIRO;3937;
SAO SEBASTIAO;RIO DE JANEIRO;1;
LEME;RIO DE JANEIRO;1141;
IBIRAPITANGA;RIO DE JANEIRO;2;
ANADARAI;RIO DE JANEIRO;1;
BOREL;RIO DE JANEIRO;5;
JACARAPAGUA;RIO DE JANEIRO;1;
ISADORA;RIO DE JANEIRO;1;
GGUADALUPE;RIO DE JANEIRO;2;
COMPLEXO DO ALEMAO;RIO DE JANEIRO;3;
BANCU;RIO DE JANEIRO;1;
GRADIM;RIO DE JANEIRO;3;
FONSECA;RIO DE JANEIRO;8;
JAAREPAGUA;RIO DE JANEIRO;1;
ANAIA PEQUENA;RIO DE JANEIRO;1;
ITAGUAI;RIO DE JANEIRO;2;
VILA KENNEDY;RIO DE JANEIRO;125;
VILA KOSMOS;RIO DE JANEIRO;383;
SANTA TERESA;RIO DE JANEIRO;4378;
ITAPEBA;RIO DE JANEIRO;1;
UNAMAR;RIO DE JANEIRO;1;
BONSUESSO;RIO DE JANEIRO;1;
PECHINCA;RIO DE JANEIRO;1;
BONSUECESSO;RIO DE JANEIRO;1;
PILARES;RIO DE JANEIRO;1802;
LINS DE VANSCONCELOS;RIO DE JANEIRO;1;
TRIBOBO;RIO DE JANEIRO;17;
GUAXINDIBA;RIO DE JANEIRO;1;
BARRETO;RIO DE JANEIRO;6;
DIVINO;RIO DE JANEIRO;2;
ALCANTARA;RIO DE JANEIRO;3;
JARDIM AMERICA;RIO DE JANEIRO;1831;
ENGENHO DO PORTO;RIO DE JANEIRO;1;
CENTENARIO;RIO DE JANEIRO;3;
PRACA SECA;RIO DE JANEIRO;2751;
NEVES;RIO DE JANEIRO;1;
ASA BRANCA;RIO DE JANEIRO;1;
ANIL;RIO DE JANEIRO;26;
JACAREAGUA;RIO DE JANEIRO;1;
MESQUITAI GOVERNADOR;RIO DE JANEIRO;12;
ROCIINHA;RIO DE JANEIRO;2;
CAMPO GRANDE;RIO DE JANEIRO;10097;
BALDEADOR;RIO DE JANEIRO;1;
BONCUSSESO;RIO DE JANEIRO;1;
BOMSUCESSO;RIO DE JANEIRO;2;
IPANEMA;RIO DE JANEIRO;1620;
TIJUCA;RIO DE JANEIRO;6608;
PARADA  MODELO;RIO DE JANEIRO;4;
GUADALUPE4;RIO DE JANEIRO;1;
TURIACU;RIO DE JANEIRO;1110;
VILA DO JOAO;RIO DE JANEIRO;11;
QUINTINO BOCAIUVA;RIO DE JANEIRO;2069;
PIRATININGA;RIO DE JANEIRO;4;
PALMEIRAS;RIO DE JANEIRO;1;
CAPACABANA;RIO DE JANEIRO;3;
MANGUEIRA;RIO DE JANEIRO;2450;
JACONE;RIO DE JANEIRO;1;
EDSON PASSOS;RIO DE JANEIRO;4;
JACAREZINHO;RIO DE JANEIRO;59;
VILA KENEDY;RIO DE JANEIRO;12;
COSMOS;RIO DE JANEIRO;1447;
PARQUE COLUMBIA;RIO DE JANEIRO;15;
LAGOA;RIO DE JANEIRO;302;
TEIXEIRA;RIO DE JANEIRO;2;
JACARAPEGUA;RIO DE JANEIRO;1;
TANGUE;RIO DE JANEIRO;1;
BOTAFAGO;RIO DE JANEIRO;2;
SANTA ROSA;RIO DE JANEIRO;4;
LARANJAL;RIO DE JANEIRO;3;
LARANJEIRAS;RIO DE JANEIRO;1424;
MUTUAGUACU;RIO DE JANEIRO;2;
AREAL;RIO DE JANEIRO;3;
BUSUCESSO;RIO DE JANEIRO;1;
PAVUMNA;RIO DE JANEIRO;1;
JURUJUBA;RIO DE JANEIRO;2;
INOA;RIO DE JANEIRO;3;
ILHA DA CONCEICAO;RIO DE JANEIRO;3;
SACO DAS FLORES;RIO DE JANEIRO;2;
MAGALHAES  BASTOS;RIO DE JANEIRO;7;
ENGENHEIRO PEDREIRA;RIO DE JANEIRO;7;
PARAISO;RIO DE JANEIRO;2;
CAXAMBI;RIO DE JANEIRO;1;
MARIA DA GRACA;RIO DE JANEIRO;397;
VILA ALIANCA;RIO DE JANEIRO;15;
MAGUINHOS;RIO DE JANEIRO;4;
PAVUNA;RIO DE JANEIRO;7902;
CASTELO;RIO DE JANEIRO;1;
ILHA DO GONVERNADOR;RIO DE JANEIRO;1;
MAGALHAES BASTOS;RIO DE JANEIRO;1020;
COPACANA;RIO DE JANEIRO;1;
MARICA;RIO DE JANEIRO;1;
JARDIM OCIDENTAL;RIO DE JANEIRO;1;
RIACXHUELO;RIO DE JANEIRO;1;
ARPOARDOR;RIO DE JANEIRO;1;
COPACABANA;RIO DE JANEIRO;10028;
GUARATIBA;RIO DE JANEIRO;2721;
BARRA DE GUARATIBA;RIO DE JANEIRO;245;
PENHA CIRCULAR;RIO DE JANEIRO;2651;
CARIOCA;RIO DE JANEIRO;1;
CANECA FINA;RIO DE JANEIRO;1;
DANON;RIO DE JANEIRO;4;
BINGEN;RIO DE JANEIRO;1;
CABUCU;RIO DE JANEIRO;7;
INHOAIBA;RIO DE JANEIRO;1684;
LINS VASCONCELLOS;RIO DE JANEIRO;2;
DELCASTILHO;RIO DE JANEIRO;2;
BONSUCCESO;RIO DE JANEIRO;1;
FUNDAO;RIO DE JANEIRO;1;
COLINAS;RIO DE JANEIRO;1;
COPACAPANA;RIO DE JANEIRO;1;
VILA VINTEM;RIO DE JANEIRO;1;
ITANHANGA;RIO DE JANEIRO;1156;
COSME VELHO;RIO DE JANEIRO;513;
PARQUE SAO CARLOS;RIO DE JANEIRO;3;
ROCINHHA;RIO DE JANEIRO;1;
SIQUEIRA CAMPOS;RIO DE JANEIRO;1;
BANGO;RIO DE JANEIRO;1;
PINHEIRO;RIO DE JANEIRO;1;
SANTA CRUZ;RIO DE JANEIRO;11873;
BANGU;RIO DE JANEIRO;19348;
CARMORIM;RIO DE JANEIRO;1;
MEIER;RIO DE JANEIRO;2703;
IZADORA;RIO DE JANEIRO;2;
VISTA ALEGRE;RIO DE JANEIRO;344;
RIO DE JANEIROGUADALUPE;RIO DE JANEIRO;1;
CATIRI;RIO DE JANEIRO;4;
LARAJEIRAS;RIO DE JANEIRO;1;
REALENDO;RIO DE JANEIRO;2;
LAPA;RIO DE JANEIRO;28;
VILA LAJE;RIO DE JANEIRO;1;
MADURIERA;RIO DE JANEIRO;1;
USINA;RIO DE JANEIRO;2;
BONSUCESSO;RIO DE JANEIRO;10123;
CAMBOATA;RIO DE JANEIRO;1;
ITAUPUACU;RIO DE JANEIRO;1;
URCA;RIO DE JANEIRO;245;
PITANGUEIRAS;RIO DE JANEIRO;1;
BONSSUCESSO;RIO DE JANEIRO;10;
AMPLIACAO;RIO DE JANEIRO;2;
ALTO INDEPENDENCIA;RIO DE JANEIRO;1;
CAMORIM;RIO DE JANEIRO;34;
PARADA DE LUCAS;RIO DE JANEIRO;1050;
RIO DAS PEDRAS;RIO DE JANEIRO;59;
BELFORD ROXO;RIO DE JANEIRO;1;
NITEROI;RIO DE JANEIRO;2;
SURUI;RIO DE JANEIRO;2;
CENTRO;RIO DE JANEIRO;9495;
NOVA SEPTIBA;RIO DE JANEIRO;1;
PARACAMBI;RIO DE JANEIRO;1;
BONSIUCESSO;RIO DE JANEIRO;1;
PALHADA;RIO DE JANEIRO;1;
VIGARIO GERAL;RIO DE JANEIRO;2250;
IMBARIE;RIO DE JANEIRO;5;
GOIABA;RIO DE JANEIRO;1;
CACHAMBI;RIO DE JANEIRO;1440;
MUTONDO;RIO DE JANEIRO;1;
ROCHA MIRANDA;RIO DE JANEIRO;3854;
NOVA CIDADE;RIO DE JANEIRO;4;
BORGO;BENTO GONCALVES;1;
MONDUMBIM;FORTALEZA;1;
CACUIA;FORTALEZA;1;
CENTRO;FORTALEZA;1;
HENRIQUE BORGES;FORTALEZA;1;
COABE;FORTALEZA;1;
IPU;FORTALEZA;1;
CARLITO PAMPLONA;FORTALEZA;2;
SUCUPIRA;JABOATAO DOS GUARARAPES;1;
CENTRO;CUNHA;4;
SAO CAETANO;ITABUNA;1;
MAROMBA;VISCONDE DE MAUA;1;
CENTRO;VISCONDE DE MAUA;1;
MARINGA;VISCONDE DE MAUA;1;
HITERLAND;VISCONDE DE MAUA;1;
TOMAIZINHO;SAO JOAO DE MERITI;10;
VILA NORMA;SAO JOAO DE MERITI;420;
ALVORADA;SAO JOAO DE MERITI;1;
OLAVO BILAC;SAO JOAO DE MERITI;5;
TIETE;SAO JOAO DE MERITI;1;
JARDIM SANTO ANTONIO;SAO JOAO DE MERITI;774;
PARQUE EBARRETO;SAO JOAO DE MERITI;254;
VALERIO BRASIL;SAO JOAO DE MERITI;1;
JARDIM JOSE BONIFACIO;SAO JOAO DE MERITI;284;
FARRULA;SAO JOAO DE MERITI;112;
AGOSTINHO PORTO;SAO JOAO DE MERITI;1036;
COELHO DA ROCHA;SAO JOAO DE MERITI;1485;
PARQUE NOVO RIO;SAO JOAO DE MERITI;288;
THOMAZINHO;SAO JOAO DE MERITI;1;
INDIARA;SAO JOAO DE MERITI;10;
VILAR DOS TELLES;SAO JOAO DE MERITI;12;
SAO MATEUS;SAO JOAO DE MERITI;1278;
PARQUE SANTANA;SAO JOAO DE MERITI;25;
EMBAIXADORES;SAO JOAO DE MERITI;2;
PARQUE TELES MENEZES;SAO JOAO DE MERITI;22;
ANDORINHAS;SAO JOAO DE MERITI;2;
VILA RUTH;SAO JOAO DE MERITI;6;
VILAR DOS TELES;SAO JOAO DE MERITI;2488;
PARQUE COLUMBIA;SAO JOAO DE MERITI;5;
EDEN;SAO JOAO DE MERITI;2677;
VENDA  VELHA;SAO JOAO DE MERITI;29;
GRANDE  RIO;SAO JOAO DE MERITI;82;
LIMOEIRO;SAO JOAO DE MERITI;1;
SITIO GANSOS;SAO JOAO DE MERITI;88;
ALMERINDA;SAO JOAO DE MERITI;1;
NOVO RIO;SAO JOAO DE MERITI;4;
OLAVO BILACK;SAO JOAO DE MERITI;1;
NOVA AURORA;SAO JOAO DE MERITI;2;
JARDIM METROPOLE;SAO JOAO DE MERITI;2085;
PARQUE SAO JUDAS TADEU;SAO JOAO DE MERITI;48;
SIMPATIA;SAO JOAO DE MERITI;1;
VILA JURANDI;SAO JOAO DE MERITI;4;
TOMAZINHO;SAO JOAO DE MERITI;1657;
PIAM;SAO JOAO DE MERITI;1;
TOAZINHO;SAO JOAO DE MERITI;1;
VILAR FORMOSO;SAO JOAO DE MERITI;65;
GUARANI;SAO JOAO DE MERITI;1;
